ZdS,date,sem_epi,zone_sante,aire_sante,report_viv,report_dc,nlle_viv,nlle_deces,investig_viv,investig_dc,investig_en cours_viv,investig_en cours_dc,non investig_viv,non investig_dc,valid_viv,valid_dc,acheminee_CTE,acheminee_FOSA,acheminee_en_cours,acheminee_refus,AchemineesCTE=vivants valides,total_prelev,ATTENTE_prele,REFUS_prelev,prelev=vivant valide,EDS,swabbe,REFUS_EDS,REFUS_swab,EDS=deces valides,Swab=deces valides,PoE,FOSA,Comm,recu_contact,CTE,Sources=alertes,connu_vivant,connu_deces,nouvelle_totale,total_alerte_viv,total_alerte_deces,total_alerte,total_investigues,valid_tot,%prelev,%invest,%valid
BOLENGE,09/08/2020,38,Berberati,Nola,,0.0,2.0,3.0,81.0,2.0,26,1,,,35.0,1.0,0.0,,13.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,0.0,3.0,0.0,0.0,Erreur,,,56,97,0,84,49,7,0.0,0.859259259,0.155172414
MONIEKA,24/07/2020,32,Baoro,Nola,0.0,0.0,,0.0,6.0,0.0,21,O,,,0.0,1.0,1.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,56.0,,,0.0,OK,,,3,76,0,85,0,13,0.0,0.824175824,0.35106383
LOLANGA-MAMPOKO,15/06/2020,36,Basse-Kotto,Nola,0.0,0.0,,0.0,6.0,0.0,8,O,,,8.0,,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,20.0,,,0.0,OK,,,48,0,1,51,102,4,0.0,0.976744186,0.177777778
MONIEKA,03/07/2020,33,Ouham,Nola,0.0,0.0,3.0,3.0,0.0,0.0,8,O,,,3.0,1.0,4.0,,0.0,0.0,Erreur,,,0.0,Erreur,,,,,Erreur,Erreur,0.0,24.0,63.0,,,OK,,,126,34,0,108,0,15,0.0,0.411764706,
LILANGA-BOBANGI,08/09/2020,30,Batangafo,Nola,0.0,0.0,91.0,0.0,0.0,1.0,,2,,,21.0,0.0,3.0,,,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,31.0,,0.0,,Erreur,,,0,60,0,0,0,11,,1.0,1.0
DJOMBO,10/08/2020,34,Ouham,Nola,0.0,0.0,40.0,0.0,39.0,0.0,0,,,,13.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,2.0,,25.0,,0.0,Erreur,,,215,38,1,2,8,46,,0.872093023,0.5
BOMONGO,24/09/2020,39,Ombella-M'Poko,Nola,0.0,0.0,176.0,0.0,74.0,3.0,,O,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,0.0,OK,,,,,Erreur,Erreur,0.0,,0.0,,,OK,,,2,0,0,82,28,8,0.0,0.821428571,0.216216216
MAKANZA,13/06/2020,37,Mbaiki,Nola,18.0,0.0,0.0,0.0,21.0,2.0,9,,,,21.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,0.0,,,Erreur,Erreur,0.0,84.0,0.0,,,OK,,,0,34,1,0,41,7,0.0,1.0,
IREBU,27/06/2020,37,Bozoum,Nola,0.0,0.0,71.0,0.0,21.0,2.0,5,1,,,20.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,62.0,10.0,,,OK,,,0,163,0,23,3,0,,0.888888889,0.31547619
BIKORO,12/08/2020,28,Bozoum,Nola,0.0,0.0,55.0,0.0,14.0,3.0,11,2,,,0.0,2.0,1.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,,26.0,0.0,,,Erreur,,,38,66,0,55,49,0,,0.965517241,0.583333333
BOMONGO,21/09/2020,37,Bozoum,Nola,2.0,0.0,64.0,1.0,27.0,0.0,0,1,,,0.0,0.0,0.0,,0.0,0.0,OK,,,,OK,,,,,OK,OK,0.0,,0.0,,0.0,Erreur,,,76,211,1,16,0,6,0.0,0.6,0.047619048
LILANGA-BOBANGI,11/08/2020,31,Berberati,Nola,0.0,,94.0,0.0,55.0,0.0,,O,,,0.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,0.0,0.0,0.0,Erreur,,,125,28,6,12,21,20,0.0,0.983739837,0.294736842
INGENDE,28/07/2020,38,Batangafo,Nola,1.0,0.0,29.0,0.0,,0.0,17,O,,,9.0,0.0,6.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,41.0,17.0,,,Erreur,,,9,0,0,31,79,12,0.0,0.987012987,0.0
BOLOMBA,25/07/2020,32,Bozoum,Nola,0.0,0.0,17.0,0.0,84.0,,11,,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,27.0,2.0,,0.0,OK,,,0,50,2,7,0,7,,,
BOMONGO,03/09/2020,38,Mbaiki,Nola,0.0,0.0,0.0,0.0,40.0,2.0,24,,,,53.0,1.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,2.0,53.0,2.0,1.0,,Erreur,,,191,12,0,0,0,36,0.0,1.0,0.24
IREBU,18/07/2020,25,Damara,Nola,0.0,0.0,23.0,0.0,0.0,3.0,4,O,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,0.0,,,,OK,OK,,12.0,10.0,,,Erreur,,,0,40,1,15,54,36,0.0,0.778947368,0.40776699
DJOMBO,24/09/2020,30,Berberati,Nola,0.0,0.0,41.0,0.0,6.0,1.0,9,,,,29.0,1.0,4.0,,0.0,,Erreur,,,,Erreur,,,,,OK,OK,0.0,0.0,33.0,,,Erreur,,,36,0,1,2,42,0,,0.746031746,0.727272727
IREBU,10/08/2020,36,Zémio,Nola,4.0,2.0,2.0,0.0,47.0,1.0,17,1,,,3.0,6.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,33.0,1.0,0.0,,Erreur,,,1,28,2,64,37,19,0.0,1.0,0.333333333
BOLENGE,03/07/2020,37,Mbaiki,Nola,4.0,0.0,24.0,2.0,34.0,0.0,2,0,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,1.0,,,OK,,,0,161,0,92,40,44,0.0,0.85483871,
,19/09/2020,37,Ouham,Nola,0.0,0.0,102.0,0.0,0.0,1.0,13,O,,,17.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,0.0,0.0,,0.0,Erreur,,,93,0,0,0,7,16,0.0,,0.181818182
BOMONGO,15/07/2020,32,Bozoum,Nola,,0.0,0.0,3.0,64.0,,6,,,,16.0,1.0,0.0,,0.0,0.0,OK,,,,Erreur,,0.0,,,OK,OK,1.0,,4.0,,,Erreur,,,35,105,0,47,118,28,0.0,1.0,0.159574468
MONIEKA,09/07/2020,36,Mbaiki,Nola,0.0,0.0,3.0,0.0,3.0,0.0,1,,,,17.0,1.0,3.0,,0.0,0.0,Erreur,0.0,,,Erreur,,,,,Erreur,Erreur,0.0,11.0,0.0,,,Erreur,,,83,125,1,17,154,6,0.0,1.0,0.063829787
DJOMBO,16/06/2020,25,Baoro,Nola,13.0,0.0,50.0,0.0,24.0,0.0,17,1,,,12.0,2.0,2.0,,0.0,0.0,Erreur,15.0,,,OK,,,,,Erreur,OK,0.0,18.0,86.0,,,Erreur,,,106,94,0,0,139,0,,1.0,0.013888889
WANGATA,20/06/2020,36,Mbaiki,Nola,0.0,,90.0,0.0,57.0,2.0,0,2,,,0.0,0.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,OK,0.0,,,,,OK,,,115,0,4,223,0,1,,0.941176471,1.0
LOTUMBE,13/09/2020,31,Mbaiki,Nola,37.0,0.0,46.0,0.0,46.0,0.0,9,1,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,1.0,,,OK,,,0,46,3,226,0,0,0.0,0.85483871,0.1
BIKORO,26/08/2020,28,Ndélé,Nola,4.0,0.0,27.0,0.0,150.0,4.0,1,O,,,53.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,,,0.0,Erreur,,,51,0,0,0,0,4,0.0,,
LOLANGA-MAMPOKO,16/08/2020,25,Bozoum,Nola,0.0,0.0,2.0,0.0,95.0,0.0,20,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,37.0,,,,Erreur,,,57,73,0,31,16,21,,0.76056338,0.357142857
BOLOMBA,10/08/2020,30,Bozoum,Nola,12.0,0.0,8.0,0.0,21.0,1.0,5,O,,,20.0,1.0,4.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,2.0,,0.0,Erreur,,,0,0,0,24,0,46,0.0,1.0,0.133333333
IREBU,15/07/2020,35,Mbaiki,Nola,3.0,0.0,0.0,1.0,108.0,0.0,13,2,,,33.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,16.0,39.0,,,OK,,,0,36,1,1,0,2,0.0,1.0,0.25
BOLENGE,17/09/2020,29,Mbaiki,Nola,6.0,0.0,4.0,0.0,116.0,0.0,20,,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,0.0,0.0,,0.0,OK,,,79,53,0,94,130,0,0.0,,0.147058824
LILANGA-BOBANGI,06/09/2020,32,Baoro,Nola,0.0,0.0,60.0,2.0,42.0,0.0,11,0,,,6.0,0.0,0.0,,0.0,3.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,,,OK,,,74,126,0,6,56,7,0.0,,
LILANGA-BOBANGI,05/06/2020,37,Baoro,Nola,0.0,0.0,,0.0,74.0,0.0,,0,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,,,Erreur,,,2,166,0,83,96,6,0.0,1.0,0.082706767
INGENDE,21/09/2020,27,Mbaiki,Nola,0.0,0.0,182.0,1.0,0.0,0.0,10,O,,,9.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,62.0,0.0,,,Erreur,,,0,26,2,96,1,0,,1.0,0.054054054
MONIEKA,27/06/2020,24,Bozoum,Nola,,0.0,11.0,4.0,8.0,2.0,1,,,,,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,1.0,27.0,0.0,,0.0,Erreur,,,37,34,0,16,62,17,0.0,,0.583333333
BIKORO,07/08/2020,38,Damara,Nola,0.0,0.0,0.0,0.0,31.0,0.0,1,1,,,0.0,1.0,0.0,,62.0,,Erreur,,,,OK,,,,,Erreur,OK,3.0,26.0,2.0,0.0,0.0,Erreur,,,0,0,0,0,2,0,0.0,,0.833333333
IREBU,24/06/2020,37,Ouham,Nola,0.0,0.0,1.0,1.0,0.0,1.0,17,O,,,22.0,1.0,0.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,3.0,53.0,0.0,,0.0,Erreur,,,17,140,2,116,10,3,0.0,0.935251799,
LOTUMBE,23/07/2020,23,Baoro,Nola,0.0,0.0,34.0,2.0,154.0,0.0,6,2,,,0.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,35.0,,,Erreur,,,130,76,0,0,4,12,0.0,1.0,0.5
BIKORO,24/07/2020,31,Ouham,Nola,0.0,0.0,0.0,1.0,34.0,1.0,24,2,,,0.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,,29.0,,,,Erreur,,,60,116,2,27,40,3,0.0,0.820689655,0.189873418
MBANDAKA,17/07/2020,38,Ouham,Nola,0.0,0.0,55.0,0.0,2.0,0.0,6,0,,,26.0,0.0,,,2.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,21.0,,,Erreur,,,5,8,0,0,2,8,0.0,,0.475
NTONDO,04/08/2020,34,Zémio,Nola,0.0,0.0,0.0,3.0,39.0,0.0,14,,,,31.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,17.0,8.0,,,Erreur,,,57,40,1,147,99,2,0.0,0.816993464,0.386792453
LILANGA-BOBANGI,22/08/2020,36,Mbaiki,Nola,0.0,0.0,83.0,1.0,79.0,0.0,13,1,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,0.0,0.0,,0.0,OK,,,0,94,0,48,50,6,0.0,0.661538462,0.278688525
LOLANGA-MAMPOKO,20/09/2020,37,Bozoum,Nola,0.0,0.0,127.0,,137.0,1.0,13,O,,,2.0,0.0,0.0,,3.0,,Erreur,,,,OK,,,,,OK,OK,,15.0,,,0.0,OK,,,0,72,3,0,0,0,0.0,0.680555556,0.238095238
,03/07/2020,38,Ouham,Nola,0.0,0.0,31.0,1.0,102.0,0.0,11,,,,2.0,0.0,2.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,62,128,6,6,0,41,,0.976744186,0.313131313
LOLANGA-MAMPOKO,15/08/2020,26,Mbaiki,Nola,0.0,0.0,0.0,1.0,25.0,0.0,3,O,,,21.0,2.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,,,8.0,,OK,,,11,0,0,0,49,19,0.0,1.0,0.43902439
BOMONGO,20/09/2020,26,Mbaiki,Nola,5.0,0.0,49.0,0.0,32.0,0.0,,,,,1.0,,0.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,55.0,143.0,,,Erreur,,,77,57,2,12,37,7,,,0.261682243
INGENDE,11/09/2020,36,Bozoum,Nola,7.0,0.0,86.0,3.0,44.0,0.0,0,,,,12.0,3.0,0.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,,,35.0,,0.0,Erreur,,,24,42,0,59,109,35,0.0,1.0,0.1875
BOLENGE,30/08/2020,32,Basse-Kotto,Nola,0.0,0.0,0.0,,123.0,1.0,18,0,,,3.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,,45.0,,,,Erreur,,,2,147,0,112,91,5,0.0,0.714285714,0.432432432
BOLOMBA,25/07/2020,28,Ouham,Nola,0.0,0.0,45.0,3.0,85.0,3.0,14,,,,9.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,50.0,,0.0,Erreur,,,0,8,0,158,0,7,0.0,0.25,0.0
,15/06/2020,31,Ouham,Nola,0.0,0.0,12.0,0.0,1.0,0.0,14,,,,21.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,0.0,0.0,,0.0,Erreur,,,0,43,0,21,0,0,0.0,1.0,0.0
DJOMBO,21/08/2020,27,Mbaiki,Nola,8.0,0.0,0.0,3.0,119.0,0.0,17,1,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,22.0,0.0,,,Erreur,,,0,0,0,67,1,26,,0.666666667,1.0
BOLENGE,23/06/2020,34,Ombella-M'Poko,Nola,0.0,0.0,,0.0,106.0,0.0,8,,,,8.0,0.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,0.0,,,1.0,OK,,,121,19,0,66,1,4,,0.986111111,0.125
BIKORO,03/09/2020,25,Zémio,Nola,9.0,0.0,,3.0,,3.0,24,1,,,0.0,0.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,,0.0,OK,,,1,0,0,0,1,25,0.0,1.0,0.466666667
MONIEKA,08/09/2020,35,Bozoum,Nola,0.0,0.0,10.0,1.0,0.0,2.0,10,,,,0.0,2.0,0.0,,0.0,3.0,Erreur,,,,OK,,1.0,,,OK,Erreur,0.0,8.0,25.0,,0.0,Erreur,,,61,0,0,0,0,1,0.0,1.0,0.105263158
WANGATA,20/09/2020,36,Mbaiki,Nola,0.0,,27.0,0.0,3.0,0.0,24,0,,,11.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,,4.0,0.0,OK,,,3,33,0,161,16,1,0.0,0.93877551,0.0
BOLENGE,15/08/2020,32,Basse-Kotto,Nola,43.0,,45.0,0.0,16.0,0.0,28,0,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,33.0,,,,Erreur,,,30,0,0,166,61,0,0.0,0.8,
BOLENGE,07/08/2020,34,Ombella-M'Poko,Nola,1.0,0.0,0.0,0.0,172.0,0.0,,O,,,43.0,0.0,0.0,,0.0,0.0,Erreur,15.0,,,OK,,,,,OK,Erreur,0.0,2.0,34.0,,,Erreur,,,11,0,1,70,70,0,0.0,0.5,0.082051282
BOMONGO,30/06/2020,37,Basse-Kotto,Nola,0.0,0.0,0.0,0.0,5.0,0.0,0,,,,27.0,0.0,2.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,,Erreur,,,40,0,2,39,22,2,,1.0,
LOTUMBE,09/06/2020,26,Mbaiki,Nola,0.0,,0.0,0.0,26.0,0.0,13,,,,0.0,0.0,9.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,67.0,,,0.0,OK,,,11,56,0,0,33,9,0.0,0.859756098,0.379310345
LOTUMBE,18/08/2020,36,Bozoum,Nola,0.0,0.0,84.0,0.0,34.0,0.0,14,1,,,11.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,0.0,OK,,,83,50,0,18,12,6,,,0.013888889
LILANGA-BOBANGI,10/08/2020,39,Ouham,Nola,0.0,0.0,64.0,5.0,30.0,,7,,,,13.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,5.0,0.0,,,OK,,,11,13,0,60,6,0,0.0,,0.367816092
DJOMBO,22/07/2020,37,Bozoum,Nola,0.0,,108.0,0.0,95.0,1.0,48,,,,3.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,0.0,,,Erreur,,,51,0,2,130,199,0,0.0,0.93877551,
LOTUMBE,29/07/2020,37,Ombella-M'Poko,Nola,0.0,0.0,0.0,0.0,125.0,9.0,9,0,,,,0.0,0.0,,1.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,74.0,7.0,,0.0,Erreur,,,4,9,0,59,83,16,,1.0,0.5
BOLENGE,08/06/2020,36,Mbaiki,Nola,0.0,1.0,11.0,,44.0,0.0,21,O,,,35.0,0.0,1.0,,0.0,0.0,Erreur,2.0,,,OK,,,,,OK,Erreur,,71.0,0.0,,0.0,Erreur,,,18,70,0,116,7,0,0.0,0.777777778,0.166666667
,08/07/2020,34,Bozoum,Nola,0.0,0.0,0.0,0.0,5.0,2.0,1,,,,14.0,0.0,2.0,,38.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,26.0,1.0,,0.0,OK,,,55,36,1,45,45,2,0.0,0.5625,0.466666667
LOTUMBE,05/07/2020,36,Bozoum,Nola,0.0,1.0,113.0,1.0,121.0,3.0,,,,,0.0,1.0,0.0,,,,Erreur,,,,OK,,,,,Erreur,OK,,,,,0.0,Erreur,,,70,0,3,0,6,21,,0.903225806,
IREBU,20/06/2020,36,Zémio,Nola,0.0,0.0,0.0,1.0,183.0,1.0,,1,,,14.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,3.0,,,,0.0,Erreur,,,214,70,0,0,11,51,0.0,1.0,0.007633588
BIKORO,29/07/2020,33,Ouham,Nola,31.0,0.0,8.0,0.0,79.0,1.0,6,0,,,,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,82.0,0.0,,0.0,OK,,,124,98,0,0,0,15,0.0,0.93902439,
LOLANGA-MAMPOKO,08/06/2020,38,Mbaiki,Nola,0.0,0.0,131.0,0.0,0.0,0.0,1,,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,36.0,3.0,,0.0,Erreur,,,70,28,0,24,112,0,,1.0,0.735294118
BOLENGE,24/09/2020,32,Ouham,Nola,16.0,0.0,0.0,4.0,,1.0,8,2,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,39.0,0.0,,,Erreur,,,86,81,1,45,0,1,0.0,0.0,0.111111111
BOLENGE,20/06/2020,29,Mbaiki,Nola,0.0,0.0,35.0,1.0,6.0,0.0,10,,,,,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,41.0,0.0,,0.0,Erreur,,,133,0,3,35,12,62,0.782608696,0.763736264,1.0
MONIEKA,21/06/2020,30,Basse-Kotto,Nola,36.0,0.0,,0.0,1.0,0.0,8,,,,0.0,4.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,1.0,18.0,,,0.0,Erreur,,,47,17,0,62,2,5,0.0,0.753623188,
MONIEKA,17/09/2020,25,Ouham,Nola,0.0,0.0,4.0,0.0,41.0,1.0,13,O,,,2.0,,5.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,31.0,,0.0,Erreur,,,7,0,4,5,0,3,0.0,0.652173913,0.256410256
MONIEKA,21/06/2020,26,Mbaiki,Nola,0.0,0.0,40.0,1.0,0.0,0.0,17,,,,11.0,0.0,0.0,,,0.0,OK,,,,OK,,,,,Erreur,Erreur,,11.0,4.0,,,OK,,,54,104,3,0,0,7,0.0,,0.05
LOLANGA-MAMPOKO,05/06/2020,33,Bozoum,Nola,,0.0,28.0,1.0,0.0,,11,1,,,2.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,53.0,0.0,,0.0,OK,,,0,1,1,0,37,21,,,
BOLENGE,30/06/2020,30,Ouham,Nola,,0.0,8.0,5.0,8.0,0.0,24,O,,,2.0,0.0,5.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,43.0,0.0,0.0,Erreur,,,0,0,1,16,56,0,0.0,0.351648352,
LILANGA-BOBANGI,24/06/2020,27,Batangafo,Nola,0.0,0.0,127.0,2.0,0.0,1.0,9,2,,,38.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,,,,0.0,Erreur,,,25,0,1,4,1,26,0.333333333,0.758333333,
DJOMBO,05/07/2020,29,Baoro,Nola,0.0,,139.0,0.0,84.0,0.0,14,0,,,7.0,1.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,3.0,,5.0,,0.0,Erreur,,,0,0,2,0,68,19,,0.4,0.294736842
BOLOMBA,24/07/2020,32,Damara,Nola,,0.0,84.0,0.0,112.0,0.0,20,2,,,1.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,,,,0.0,Erreur,,,2,90,1,19,0,1,0.0,1.0,0.238095238
LILANGA-BOBANGI,08/09/2020,30,Ombella-M'Poko,Nola,0.0,0.0,33.0,1.0,155.0,,48,1,,,0.0,,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,2.0,,,,OK,,,3,0,2,0,87,4,,0.52,0.155555556
BOLOMBA,27/06/2020,38,Baoro,Nola,0.0,0.0,45.0,0.0,9.0,0.0,17,1,,,6.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,,,Erreur,,,37,126,1,0,2,45,0.0,1.0,0.293478261
BOLENGE,03/07/2020,26,Ombella-M'Poko,Nola,2.0,0.0,59.0,0.0,,1.0,8,O,,,4.0,,,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,28.0,,,Erreur,,,85,55,6,8,57,0,0.0,0.965517241,
LILANGA-BOBANGI,21/09/2020,31,Ouham,Nola,237.0,0.0,0.0,0.0,9.0,1.0,,,,,37.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,1.0,,0.0,OK,,,88,141,1,0,49,2,0.333333333,0.833333333,0.589403974
LOLANGA-MAMPOKO,14/09/2020,23,Bozoum,Nola,0.0,3.0,59.0,2.0,14.0,24.0,48,,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,31.0,,,,Erreur,,,79,143,0,63,179,0,0.0,0.875,0.416666667
BOLOMBA,25/08/2020,32,Ouham,Nola,105.0,0.0,44.0,0.0,0.0,,10,1,,,15.0,0.0,0.0,,0.0,0.0,Erreur,11.0,,,OK,,,,,Erreur,Erreur,,43.0,2.0,,0.0,OK,,,76,36,0,27,48,14,,1.0,1.0
INGENDE,15/07/2020,24,Ombella-M'Poko,Nola,0.0,0.0,132.0,0.0,8.0,0.0,3,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,37.0,,0.0,0.0,OK,,,75,103,0,3,44,35,0.0,0.591666667,0.217391304
LILANGA-BOBANGI,24/08/2020,35,Ombella-M'Poko,Nola,0.0,0.0,2.0,0.0,0.0,0.0,13,O,,,6.0,2.0,0.0,,0.0,0.0,Erreur,,,8.0,OK,,,,1.0,Erreur,OK,0.0,,,,0.0,Erreur,,,91,38,0,4,94,41,0.0,0.719298246,0.03125
BIKORO,08/09/2020,32,Ouham,Nola,0.0,0.0,38.0,,60.0,0.0,17,,,,20.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,33.0,,,,OK,,,108,35,0,107,7,0,0.0,0.591666667,0.541666667
,13/08/2020,37,Ouham,Nola,1.0,0.0,68.0,0.0,0.0,0.0,21,1,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,13.0,0.0,,0.0,OK,,,62,0,0,14,10,40,0.0,1.0,
MONIEKA,17/07/2020,25,Ombella-M'Poko,Nola,0.0,,21.0,0.0,39.0,0.0,17,O,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,1.0,7.0,,,OK,,,0,18,0,141,26,17,0.5,0.206030151,0.111111111
MONIEKA,17/09/2020,27,Mbaiki,Nola,0.0,0.0,115.0,0.0,101.0,,,1,,,9.0,0.0,,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,,0.0,,,Erreur,,,75,29,6,0,42,79,0.0,,0.150442478
LOTUMBE,18/06/2020,29,Ombella-M'Poko,Nola,0.0,0.0,1.0,0.0,0.0,0.0,11,,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,75.0,,,,OK,,,1,74,2,132,191,47,0.0,1.0,0.393442623
BOLENGE,25/08/2020,35,Mbaiki,Nola,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,38.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,25.0,0.0,,0.0,OK,,,61,64,2,79,37,7,0.0,1.0,0.180952381
BOMONGO,10/08/2020,24,Ouham,Nola,0.0,0.0,0.0,1.0,39.0,,13,0,,,5.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,0.0,,,Erreur,OK,1.0,9.0,5.0,,,OK,,,2,0,0,133,0,53,,1.0,0.166666667
LOTUMBE,10/09/2020,26,Mbaiki,Nola,26.0,0.0,17.0,0.0,4.0,0.0,13,O,,,12.0,0.0,6.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,,3.0,,0.0,Erreur,,,90,46,3,0,0,0,0.0,,0.5
LILANGA-BOBANGI,15/08/2020,30,Ouham,Nola,0.0,0.0,35.0,1.0,62.0,7.0,6,,,,1.0,,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,,,,0.0,Erreur,,,47,53,0,30,60,20,,0.796296296,0.276190476
